,Feature 1,Feature 2,Label
181,0.2557463911217309,-0.03581583054973232,A
182,0.5889208435575143,0.3323870290815533,A
183,-0.2292467092454292,-0.4590024613440763,B
184,0.4412671938697849,-0.03626334192696416,A
185,0.4510854491572618,-0.09842275239958953,A
186,0.6986282046525358,0.4520042152995601,A
187,0.4181211803736555,0.02878464422197638,A
188,-0.5648254576610224,-0.6891499235156552,B
189,-0.14807930365264674,-0.4746788580655713,A
190,-0.25331879735808616,0.5769353103748792,B
191,0.029268512687806864,0.6523716484512432,A
192,0.055446676734680865,-0.6638653398466953,A
193,-0.5625685486109582,-0.8363199114993233,B
194,0.10887484440127064,-0.1891334966183974,B
195,0.4321928593875808,0.5094150444224959,A
196,-0.4566201372779636,-0.0017869430105162535,B
197,0.12274990668372253,0.7341397599042815,A
198,0.3819266925006459,0.2676996752419374,A
199,-0.12205700179292378,0.09671452323008953,B
200,-0.4103069054934413,-0.014116256442224381,B
201,0.2740920189501669,0.008325940521959216,A
202,0.3251045830128087,-0.4126832009295301,A
203,-0.3869251251076222,-0.015620156015096203,B
204,0.28183605781566784,-0.4591106767566311,A
205,-0.4823733329094147,-0.4525324157484225,B
206,0.1703879601603991,-0.5922735821223546,A
207,0.3099851525497349,-0.3952418613736909,A
208,0.3041398780873268,0.6486397452870348,A
209,-0.4945288029764706,0.04652848795286979,B
210,-0.03619393572799905,-0.4836597270712032,A
211,-0.5267348069985857,-0.5506406611800762,B
212,-0.486955183668107,-0.12863598975410045,B
213,0.01734915589746531,0.6007781403605662,A
214,-0.8022075235595864,-0.7859430389614845,B
215,-0.4074861902524624,0.42392262129571295,B
216,0.0988779681077635,-0.5128541951582051,A
217,0.577372832828552,0.19890415040582396,A
218,0.5020085251259021,-0.16210131658677454,A
219,0.20826014005430032,-0.4827121138621421,A
220,-0.3889764892449912,0.5562868536069348,B
221,-0.4122792033722273,-0.5318010187577491,B
222,0.6645032750002519,0.00866949727072297,A
223,-0.6077290943819255,0.018559784406909502,B
224,0.4085598513434401,-0.12705581204455013,A
225,-0.4830364034216828,0.35816959418537186,B
226,0.3973346635497231,0.34039936673688315,A
227,0.4848404995421377,-0.4758407396929892,A
228,0.1491058866301093,-0.7134187884925685,A
229,0.0062671662602824816,-0.7114127600537026,A
230,-0.05860654408188025,-0.5742744838456908,A
231,-0.22911848691131198,0.395929069736402,B
232,0.8555158363344929,0.30045242596209104,A
233,-0.7515732295430987,0.1523030180717606,B
234,-0.5535394908962764,0.4789715108830508,B
235,-0.3467066793836693,-0.09926295282663013,B
236,0.3487246078935677,-0.1281448491738832,A
237,-0.20912419425557405,-0.5741036905028625,A
238,-0.4308544876152692,0.2260225648696936,B
239,-0.3573690086940765,0.5617241051892222,B
240,-0.09423766849699172,-0.2640550752457945,B
241,-0.4575673520492549,0.518898546458253,B
242,0.1870453924330158,-0.655028214451893,A
243,-0.1060340541967752,0.1478765556764587,B
244,0.3612855374062546,-0.3789082869910215,A
245,-0.02004174286397655,-0.3900535563105325,A
246,0.2034604852755632,-0.4946580938263745,A
247,-0.6793655039155004,-0.2342179428867097,B
248,-0.4404648706251418,-0.6208355249962866,B
249,-0.3989003469807575,0.006553251502622121,B
250,-0.4807838920994217,0.05215677548763692,B
251,0.8668496645651261,0.4134610274943101,A
252,-0.5365353159117767,0.06974243757746726,B
253,-0.22646654236185815,-0.28176581543293433,B
254,0.21704756503165795,0.5676624958699094,A
255,0.35446190935149385,-0.4604641772736188,A
256,-0.4802565233118146,-0.8459734880511978,B
257,0.04889979845084512,-0.6080918570271565,A
258,-0.4161881751881312,-0.3629743097295578,B
259,0.08670550758636457,-0.04640796672014524,B
260,-0.22458850523689736,-0.4419615961576161,B
261,-0.41307522116357104,0.31435525950446186,B
262,-0.558190676863844,0.6067058390397908,B
263,-0.19931058288433515,0.6944224185245873,B
264,-0.1059889180051907,-0.2614043373729189,B
265,0.06232401574336083,-0.09463954115711644,B
266,-0.3511442317112404,-0.22364289100233103,B
267,0.5790558971900852,-0.3726067906609369,A
268,-0.5513624385368044,0.33724535258282845,B
269,-0.3364121881779348,0.3999368485770268,B
270,0.03217361952640368,0.6662560525409955,A
271,0.5756964559865679,0.30311808280091523,A
272,-0.31400859045928303,0.20079909572448185,B
273,-0.2672328367573451,-0.2828055903923228,B
274,-0.3297385401897407,-0.7631105223886455,B
275,-0.3335485806897792,-0.5196277203349746,A
276,-0.4358291011031645,-0.3369521605232717,B
277,-0.4059409014672588,-0.6167219679706475,B
278,-0.6473050557806154,0.3725297111355547,B
279,-0.3909706360579144,-0.4768245235377639,B
280,-0.4651074699259645,0.3105676432706968,B
281,0.3244423680268504,-0.5612502997957567,A
282,-0.3849293443037793,-0.20348534477167546,B
283,-0.42481612184544587,0.18237085060528466,B
284,0.011477980227340187,0.5508883765125304,A
285,-0.6470721442901509,0.2895072489158803,B
286,-0.3475758789350181,-0.2611931018759749,B
287,-0.21859390505704845,0.30215913324617344,B
288,-0.2835518219893649,0.4817527739876541,B
289,0.29902473716661204,0.07364831115016504,A
290,0.4899560791193628,-0.09236156030253433,A
291,0.059036292421802486,-0.1287657861953858,B
